filename,correct_nodes,missing_nodes,extra_nodes,correct_edges,missing_edges,extra_edges,precision,recall,f1_score
CPP_155.dot,13,0,2,7,6,6,0.7142857142857143,0.7692307692307693,0.7407407407407408
CPP_79.dot,9,4,5,4,9,8,0.5,0.5,0.5
CPP_142.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_92.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_80.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_119.dot,7,1,1,5,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
CPP_156.dot,6,7,2,1,15,4,0.5384615384615384,0.2413793103448276,0.3333333333333333
CPP_42.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_31.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_83.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_5.dot,6,0,1,4,0,1,0.8333333333333334,1.0,0.9090909090909091
CPP_131.dot,10,0,1,10,0,1,0.9090909090909091,1.0,0.9523809523809523
CPP_160.dot,6,0,2,4,0,2,0.7142857142857143,1.0,0.8333333333333333
CPP_162.dot,10,0,2,8,0,2,0.8181818181818182,1.0,0.9
CPP_138.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_52.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_110.dot,5,0,1,3,0,1,0.8,1.0,0.888888888888889
CPP_62.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_28.dot,6,1,2,4,1,2,0.7142857142857143,0.8333333333333334,0.7692307692307692
CPP_100.dot,6,0,1,4,0,1,0.8333333333333334,1.0,0.9090909090909091
CPP_130.dot,6,0,1,4,0,1,0.8333333333333334,1.0,0.9090909090909091
CPP_66.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_21.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_10.dot,8,2,1,7,5,2,0.8333333333333334,0.6818181818181818,0.7499999999999999
CPP_34.dot,7,4,0,1,8,3,0.7272727272727273,0.4,0.5161290322580645
CPP_123.dot,8,4,4,3,7,4,0.5789473684210527,0.5,0.5365853658536586
CPP_14.dot,11,4,4,5,13,8,0.5714285714285714,0.48484848484848486,0.5245901639344263
CPP_47.dot,6,3,0,3,5,0,1.0,0.5294117647058824,0.6923076923076924
CPP_50.dot,7,1,2,8,2,4,0.7142857142857143,0.8333333333333334,0.7692307692307692
CPP_0.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_141.dot,8,0,2,6,0,2,0.7777777777777778,1.0,0.8750000000000001
CPP_106.dot,5,0,3,3,0,3,0.5714285714285714,1.0,0.7272727272727273
CPP_2.dot,1,0,4,0,0,3,0.125,1.0,0.2222222222222222
CPP_159.dot,4,0,1,2,0,1,0.75,1.0,0.8571428571428571
CPP_15.dot,10,1,4,4,7,8,0.5384615384615384,0.6363636363636364,0.5833333333333334
CPP_144.dot,10,0,0,8,0,0,1.0,1.0,1.0
CPP_163.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_41.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_46.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_152.dot,6,0,2,4,0,2,0.7142857142857143,1.0,0.8333333333333333
CPP_19.dot,13,19,4,0,69,0,0.7647058823529411,0.12871287128712872,0.22033898305084745
CPP_129.dot,6,0,3,4,0,2,0.6666666666666666,1.0,0.8
CPP_148.dot,11,6,2,5,20,2,0.8,0.38095238095238093,0.5161290322580645
CPP_90.dot,6,3,0,3,5,0,1.0,0.5294117647058824,0.6923076923076924
CPP_84.dot,9,3,3,3,9,4,0.631578947368421,0.5,0.5581395348837209
CPP_101.dot,6,9,1,2,16,3,0.6666666666666666,0.24242424242424243,0.3555555555555555
CPP_91.dot,1,0,2,0,0,0,0.3333333333333333,1.0,0.5
CPP_99.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_51.dot,6,1,2,4,1,2,0.7142857142857143,0.8333333333333334,0.7692307692307692
CPP_74.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_146.dot,10,0,1,4,6,5,0.7,0.7,0.7
CPP_133.dot,4,0,0,2,0,0,1.0,1.0,1.0
CPP_145.dot,11,3,3,6,7,6,0.6538461538461539,0.6296296296296297,0.6415094339622641
CPP_82.dot,1,0,0,0,0,0,1.0,1.0,1.0
CPP_78.dot,5,0,1,3,0,1,0.8,1.0,0.888888888888889
CPP_136.dot,5,0,0,3,0,0,1.0,1.0,1.0
CPP_32.dot,10,0,0,7,1,1,0.9444444444444444,0.9444444444444444,0.9444444444444444
CPP_87.dot,5,0,2,4,0,2,0.6923076923076923,1.0,0.8181818181818181
CPP_67.dot,8,0,2,6,0,2,0.7777777777777778,1.0,0.8750000000000001
CPP_108.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_120.dot,8,5,0,5,7,1,0.9285714285714286,0.52,0.6666666666666666
CPP_125.dot,13,8,5,5,26,11,0.5294117647058824,0.34615384615384615,0.41860465116279066
CPP_3.dot,3,0,0,1,0,0,1.0,1.0,1.0
CPP_33.dot,9,2,2,1,8,5,0.5882352941176471,0.5,0.5405405405405405
CPP_16.dot,5,0,2,3,0,2,0.6666666666666666,1.0,0.8
CPP_147.dot,8,16,1,0,55,0,0.8888888888888888,0.10126582278481013,0.1818181818181818
CPP_151.dot,4,0,0,2,0,0,1.0,1.0,1.0
